Combination_ID	CADD1	CADD2	CADD3	CADD4	Biol_Dist	ISPP_AR_A	ISPP_AR_B	ISPP_AD_A	ISPP_AD_B	ISPP_XL_A	ISPP_XL_B	HIPred_A	HIPred_B	dn_ds_A	dn_ds_B	BP_similarity	MF_similarity	Mentha_dist	KG_dist	Coexpression
testneg_5925	0.307	-3	-0.136	-3	29.301	0.621	0.012	0.088	0.0	-0.5	-0.5	0.819	0.155	0.097	0.402	0.061	0.116	None	1.0	-0.217
testneg_5926	1.751	-3	3.477	-3	18.333	0.035	0.064	0.006	0.071	-0.5	0.823	0.675	0.698	0.195	0.372	0.031	0.638	28.109	1.0	None
testneg_5927	0.978	-3	0.978	0.808	18.973	0.028	0.024	0.013	0.016	-0.5	-0.5	0.346	0.319	0.442	0.306	0.241	0.145	30.117	1.0	None
testneg_5928	0.525	-3	1.096	-3	29.762	0.071	0.016	0.064	0.006	-0.5	-0.5	0.809	0.475	0.327	0.625	0.056	0.064	None	1.5	1.577
testneg_5929	-0.165	-3	-0.26	-3	10.417	0.707	0.08	0.013	0.0	-0.5	-0.5	0.79	0.461	0.231	0.281	0.041	0.774	14.818	1.0	None
testneg_5930	0.197	-3	0.548	0.53	4.722	0.07	0.167	0.034	0.038	-0.5	-0.5	0.706	0.428	0.135	0.848	0.042	0.723	14.899	1.0	0.395
testneg_5931	-0.129	-3	1.522	-3	None	0.017	0.186	0.0	0.668	-0.5	-0.5	0.18	0.706	0.338	0.279	0.092	0.0	None	1.5	None
testneg_5932	0.363	-3	0.803	-3	19.093	0.054	0.751	0.014	0.019	-0.5	-0.5	0.627	0.728	0.182	0.26	0.003	0.688	53.503	1.0	None
testneg_5933	0.23	-3	0.273	-0.103	None	0.069	0.022	0.0	0.0	-0.5	-0.5	0.756	None	0.181	0.255	0.061	0.212	38.396	1.0	0.775
testneg_5934	4.471	-3	3.23	-3	5.972	0.019	0.013	0.058	0.0	-0.5	-0.5	0.816	0.825	0.098	0.285	0.011	0.798	18.463	1.0	0.669
testneg_5935	0.311	-3	-0.394	-3	13.086	0.688	0.045	0.032	0.0	-0.5	-0.5	0.478	0.342	0.349	0.157	0.018	0.001	62.336	1.0	None
testneg_5936	2.522	-3	4.151	-3	5.0	0.006	0.024	0.341	0.014	-0.5	-0.5	0.8	0.238	0.19	0.261	0.048	0.699	42.65	1.0	-0.892
testneg_5937	0.34	-3	1.808	-3	10.417	0.767	0.0	0.026	0.0	-0.5	-0.5	0.682	0.174	0.719	0.987	0.04	0.566	48.464	1.0	-0.513
testneg_5938	4.426	-3	1.223	-3	18.677	0.031	0.03	0.0	0.027	-0.5	-0.5	0.17	0.282	0.236	0.378	0.025	0.006	37.302	1.5	-1.04
testneg_5939	0.079	-3	2.33	-3	10.229	0.028	0.019	0.0	0.013	-0.5	-0.5	0.531	0.264	0.733	0.36	0.044	0.0	None	1.0	None
testneg_5940	-0.374	-3	3.587	-3	18.525	0.006	0.008	0.0	0.015	-0.5	-0.5	0.65	0.733	0.225	0.256	0.002	0.662	21.442	1.0	0.226
testneg_5941	-0.184	-3	0.213	-3	None	0.08	0.067	0.625	0.009	-0.5	-0.5	0.204	0.219	0.499	0.217	0.001	0.0	74.008	1.333	0.31
testneg_5942	2.458	-3	0.075	-3	31.073	0.0	0.586	0.0	0.006	-0.5	-0.5	0.286	0.229	0.403	0.335	0.283	None	67.093	1.5	-0.576
testneg_5943	0.955	-3	0.927	-3	None	0.039	0.006	0.099	0.036	-0.5	-0.5	0.831	0.165	0.219	1.152	0.023	0.403	27.336	1.0	None
testneg_5944	0.725	-3	1.151	0.725	32.853	None	0.013	None	0.0	-0.5	-0.5	None	0.464	None	0.256	0.014	0.645	None	None	5.396
testneg_5945	-0.045	-3	2.465	0.234	None	0.016	0.042	0.006	0.0	-0.5	-0.5	0.544	0.18	0.212	0.527	0.0	None	None	1.0	None
testneg_5946	0.273	-3	0.281	-3	17.098	0.035	0.063	0.0	0.014	-0.5	-0.5	0.304	0.476	0.324	0.174	0.036	0.0	22.888	1.5	1.133
testneg_5947	0.881	-3	0.859	-3	10.223	0.046	0.07	0.031	0.036	-0.5	-0.5	0.746	0.594	0.198	0.692	0.024	0.842	29.757	1.0	0.226
testneg_5948	-0.34	-3	0.364	-3	None	0.019	0.0	0.069	0.0	-0.5	-0.5	0.328	None	0.462	0.771	0.082	0.006	None	1.333	None
testneg_5949	2.471	-3	2.227	-3	22.03	0.033	0.033	0.015	0.006	-0.5	-0.5	0.418	0.581	0.238	0.284	0.004	0.366	45.028	1.0	-0.091
testneg_5950	1.016	-3	-0.33	-3	12.394	0.658	0.02	0.013	0.006	-0.5	-0.5	0.414	0.319	0.58	0.53	0.002	0.016	43.602	1.5	None
testneg_5951	-0.462	-0.462	-0.526	-3	33.236	0.009	0.052	0.013	0.038	0.797	-0.5	0.201	0.3	0.687	0.17	0.0	0.021	45.646	1.5	-1.209
testneg_5952	-0.047	-0.181	0.026	-3	None	0.013	0.0	0.0	0.019	-0.5	-0.5	0.243	0.146	1.353	0.668	None	0.119	None	1.5	None
testneg_5953	4.073	-3	0.364	-3	11.25	0.661	0.071	0.033	0.0	-0.5	-0.5	0.704	0.241	0.377	0.25	0.052	0.0	None	1.0	0.353
testneg_5954	3.505	-3	0.386	-3	19.103	0.052	0.018	0.012	0.0	-0.5	-0.5	0.622	0.673	0.118	0.099	0.001	None	60.997	1.5	4.447
testneg_5955	4.156	-3	3.791	-3	11.875	0.0	0.063	0.0	0.008	-0.5	-0.5	0.746	0.273	0.235	0.547	0.103	0.018	23.424	1.5	1.07
testneg_5956	2.793	-3	1.748	-3	None	0.046	0.042	0.0	0.03	-0.5	-0.5	0.144	0.152	0.674	0.53	None	0.022	24.348	1.0	-0.196
testneg_5957	2.772	-3	0.433	-3	16.802	0.094	0.0	0.013	0.0	-0.5	-0.5	0.747	0.112	0.32	0.546	0.053	0.019	None	1.0	None
testneg_5958	1.305	-3	-0.025	-3	34.998	0.025	0.127	0.006	0.029	-0.5	-0.5	0.605	0.187	0.213	0.938	0.026	0.752	47.584	1.0	None
testneg_5959	0.881	-3	0.674	-3	20.804	0.013	0.038	0.71	0.006	-0.5	-0.5	0.524	0.228	0.218	0.312	0.028	0.517	28.131	1.0	0.247
testneg_5960	-0.073	-0.073	1.765	-3	16.802	0.0	0.0	0.03	0.0	0.127	-0.5	0.809	0.167	0.592	0.572	None	0.626	None	1.0	1.366
testneg_5961	2.805	-3	2.327	-3	19.985	0.028	0.037	0.036	0.019	-0.5	-0.5	0.796	0.559	0.319	0.209	0.019	0.029	49.058	1.5	-0.492
testneg_5962	4.054	-3	0.405	-3	None	0.055	0.023	0.034	0.0	-0.5	-0.5	0.594	0.369	0.436	0.315	None	0.279	67.816	1.0	0.374
testneg_5963	2.009	-3	2.045	-3	19.444	0.056	0.015	0.112	0.0	-0.5	-0.5	0.44	0.233	0.303	0.809	0.05	0.711	36.783	1.0	0.015
testneg_5964	4.343	-3	0.119	-3	10.417	0.111	0.065	0.006	0.068	-0.5	-0.5	0.476	0.683	0.277	0.193	0.215	0.558	12.166	1.0	0.395
testneg_5965	2.194	-3	0.061	-3	10.833	0.763	0.117	0.019	0.673	-0.5	-0.5	0.517	0.112	0.416	0.481	0.002	0.006	43.346	1.5	0.88
testneg_5966	3.011	-3	3.185	-3	10.833	0.819	0.103	0.056	0.107	-0.5	-0.5	0.544	0.27	0.154	0.25	0.262	0.243	31.411	2.0	-0.681
testneg_5967	0.944	-3	0.158	-3	10.0	0.039	0.036	0.033	0.006	-0.5	-0.5	0.611	0.825	0.223	0.397	0.026	0.369	15.436	1.0	-0.914
testneg_5968	-0.189	-3	-0.042	-3	10.0	0.02	0.14	0.723	0.008	-0.5	-0.5	0.783	0.285	0.235	0.423	0.052	0.0	None	1.0	2.041
testneg_5969	0.968	-3	-0.328	-3	18.475	0.032	0.576	0.019	0.0	-0.5	-0.5	0.323	None	0.268	0.367	0.102	0.0	67.693	1.5	None
testneg_5970	2.312	-3	0.529	-3	10.0	0.012	0.02	0.025	0.006	-0.5	-0.5	0.665	0.518	0.195	0.683	0.007	0.834	36.051	1.0	None
testneg_5971	1.699	1.384	3.347	-3	23.063	0.042	0.062	0.083	0.0	-0.5	-0.5	0.65	0.132	0.198	0.589	0.013	None	25.833	1.0	None
testneg_5972	3.752	-3	3.156	-3	None	0.036	0.024	0.0	0.026	-0.5	-0.5	0.629	0.25	0.58	0.477	0.018	0.0	None	1.0	None
testneg_5973	0.709	-3	-0.147	-3	29.085	0.0	0.0	0.0	0.0	-0.5	-0.5	0.507	0.538	0.354	0.268	None	0.431	100.566	1.5	None
testneg_5974	1.268	-3	3.324	-3	None	0.019	0.045	0.0	0.0	-0.5	-0.5	0.369	0.604	0.457	0.446	0.018	0.02	None	1.5	1.492
testneg_5975	0.563	-3	0.576	-3	18.781	0.0	0.775	0.616	0.0	-0.5	-0.5	0.589	0.542	0.13	0.397	0.001	0.038	18.204	1.0	-0.428
testneg_5976	4.451	-3	4.107	-0.201	12.639	0.793	0.129	0.066	0.013	-0.5	-0.5	0.477	0.54	0.357	0.283	0.032	0.013	57.442	1.5	None
testneg_5977	0.892	-3	4.046	-3	22.679	0.0	0.032	0.013	0.0	-0.5	-0.5	0.112	0.515	0.613	0.397	0.059	0.031	None	1.5	None
testneg_5978	-1.192	-3	1.526	-3	12.736	0.025	0.0	0.033	0.0	-0.5	0.006	0.704	0.269	0.369	1.593	0.351	0.057	43.36	1.0	None
testneg_5979	3.828	-3	0.6	-3	16.577	0.048	0.0	0.006	0.0	-0.5	-0.5	0.292	0.144	0.209	0.463	0.0	0.0	None	1.0	None
testneg_5980	0.234	-3	1.445	-3	14.079	0.026	0.006	0.0	0.0	-0.5	-0.5	0.658	0.131	0.503	0.595	0.007	0.002	None	1.5	None
testneg_5981	0.62	-3	3.821	-3	29.861	0.046	0.048	0.007	0.019	-0.5	-0.5	0.793	0.423	0.216	0.661	None	0.671	43.927	1.0	-0.281
testneg_5982	1.318	-3	0.518	-3	10.833	0.027	None	0.0	None	-0.5	-0.5	0.414	None	0.496	None	0.257	0.744	None	None	None
testneg_5983	2.889	0.154	1.378	-3	36.667	0.818	0.015	0.0	0.0	-0.5	-0.5	0.448	0.17	0.351	0.626	None	0.0	49.466	1.5	0.733
testneg_5984	-0.063	-3	1.442	-3	11.875	0.043	0.0	0.006	0.0	-0.5	-0.5	0.825	0.131	0.252	0.589	0.014	0.0	None	1.5	None
testneg_5985	2.796	-3	-1.379	-3	4.444	0.006	0.026	0.031	0.0	-0.5	-0.5	0.738	0.519	0.235	0.437	0.065	0.892	20.243	2.0	None
testneg_5986	0.41	-0.133	-0.084	-3	12.292	0.029	0.0	0.025	0.006	-0.5	-0.5	0.435	0.354	0.187	0.462	0.063	0.7	30.541	1.0	None
testneg_5987	-0.081	-0.454	1.301	-3	12.292	0.13	0.167	0.02	0.0	-0.5	-0.5	0.327	0.144	0.873	0.5	0.009	0.569	27.577	1.0	0.12
testneg_5988	0.435	-3	2.341	-3	21.389	0.062	0.095	0.0	0.053	-0.5	-0.5	0.297	0.554	0.212	0.086	0.023	0.641	41.929	1.0	-0.006
testneg_5989	3.344	-3	-0.167	-3	24.036	0.753	0.111	0.0	0.011	-0.5	-0.5	0.707	0.431	0.072	0.467	0.001	0.551	50.556	1.0	-0.998
testneg_5990	4.209	-3	0.739	-3	20.388	0.571	0.106	0.0	0.034	-0.5	-0.5	0.583	None	0.446	0.438	0.041	0.008	17.998	1.0	None
testneg_5991	0.685	-3	0.525	-3	10.84	0.0	0.047	0.063	0.025	-0.5	-0.5	0.785	0.568	0.106	0.216	0.038	0.752	19.442	1.0	0.859
testneg_5992	2.167	-3	3.099	-3	17.778	0.0	0.036	0.0	0.0	-0.5	-0.5	0.158	0.123	0.675	0.646	0.005	0.01	None	1.5	None
testneg_5993	1.332	-3	0.679	-3	15.942	0.0	0.676	0.08	0.031	-0.5	-0.5	0.637	0.653	0.185	0.252	0.205	0.429	25.711	1.0	-0.681
testneg_5994	0.761	-3	3.627	-3	17.217	0.0	0.048	0.006	0.024	-0.5	-0.5	0.61	0.3	0.427	0.291	0.018	0.895	48.667	1.0	-0.302
testneg_5995	0.897	-3	1.722	-3	21.229	0.041	0.042	0.0	0.0	-0.5	-0.5	0.436	0.229	0.433	0.181	0.001	None	None	1.5	-0.175
testneg_5996	2.009	-3	-0.267	-3	12.346	0.038	0.073	0.037	0.019	-0.5	-0.5	0.614	0.123	0.172	0.619	0.039	0.316	51.639	1.0	0.416
testneg_5997	0.492	-3	0.148	-3	27.792	0.078	0.019	0.019	0.019	-0.5	-0.5	0.112	0.177	0.608	0.508	0.074	0.282	None	1.0	None
testneg_5998	-2.426	-3	-0.108	-3	None	0.033	0.029	0.0	0.013	-0.5	-0.5	0.139	0.229	1.18	0.216	0.001	0.0	51.201	1.5	None
testneg_5999	0.38	-3	0.616	-3	10.417	0.09	0.038	0.065	0.0	-0.5	-0.5	0.706	0.663	0.467	0.348	0.005	0.562	22.408	1.0	-0.281
testneg_6000	0.522	-3	3.53	0.522	20.0	0.013	0.015	0.023	0.013	-0.5	0.045	0.809	0.659	0.17	0.084	0.039	0.0	40.657	1.0	-0.027
testneg_6001	2.524	0.939	0.522	-3	14.835	0.062	0.013	0.0	0.022	-0.5	-0.5	0.132	0.638	0.589	0.275	0.009	None	54.715	1.5	None
testneg_6002	0.928	-3	3.152	-3	None	0.031	0.006	0.012	0.0	-0.5	-0.5	0.17	None	0.354	0.281	None	None	None	1.5	None
testneg_6003	0.326	-3	1.441	-3	9.028	0.078	0.139	0.006	0.025	-0.5	-0.5	0.414	0.648	0.19	0.472	0.015	0.012	20.446	1.5	-0.513
testneg_6004	-0.186	-3	0.498	-3	None	0.082	0.0	0.029	0.0	-0.5	-0.5	0.477	None	0.575	0.553	None	None	43.158	1.5	-1.23
testneg_6005	0.169	-3	3.887	0.279	10.229	0.01	0.175	0.0	0.0	-0.5	-0.5	0.377	0.394	0.588	0.373	None	None	None	1.0	0.015
testneg_6006	-0.54	-3	-0.411	-3	None	0.02	0.013	0.021	0.087	-0.5	-0.5	0.36	0.318	0.463	0.254	0.0	0.667	19.34	1.0	1.724
testneg_6007	0.822	-3	0.822	-0.789	27.739	0.038	0.0	0.014	0.0	-0.5	0.009	0.131	0.316	0.401	1.349	0.0	0.045	21.858	1.5	None
testneg_6008	0.538	-3	0.818	-3	10.417	0.013	0.0	0.026	0.106	-0.5	-0.5	0.427	0.451	0.334	0.149	None	0.039	None	1.5	None
testneg_6009	0.422	-3	2.733	-3	30.816	0.006	0.022	0.019	0.013	-0.5	-0.5	0.166	0.376	0.778	0.558	None	0.889	20.79	1.0	-0.365
testneg_6010	0.974	-3	4.414	-3	12.319	0.013	0.0	0.047	0.032	-0.5	-0.5	0.698	0.492	0.081	0.177	0.064	0.0	None	1.0	-0.048
testneg_6011	1.247	-3	-0.303	-3	None	0.019	0.728	0.015	0.032	-0.5	-0.5	0.197	0.17	0.484	0.336	None	0.842	None	1.0	-0.492
testneg_6012	1.75	-3	-0.566	-3	13.39	0.0	0.084	0.006	0.039	-0.5	-0.5	0.289	0.685	0.629	0.257	0.018	0.021	23.018	1.0	2.379
testneg_6013	-0.466	-3	2.685	-3	18.889	0.028	0.739	0.019	0.071	-0.5	-0.5	0.693	0.378	0.206	0.304	0.04	0.042	None	1.5	-0.407
testneg_6014	0.55	-3	0.497	-3	None	0.066	0.049	0.025	0.033	-0.5	-0.5	0.418	0.239	0.317	0.538	0.036	0.0	22.575	1.0	None
testneg_6015	0.867	-3	-0.578	-0.648	20.168	0.088	0.058	0.019	0.017	-0.5	-0.5	0.775	0.394	0.144	0.309	0.147	0.0	34.717	1.0	0.5
testneg_6016	1.87	-3	1.691	-3	53.131	0.024	0.012	0.0	0.0	-0.5	-0.5	0.414	0.112	0.294	0.785	0.03	0.033	66.429	1.5	None
testneg_6017	2.607	-3	1.585	-3	None	0.031	None	0.0	None	-0.5	-0.5	0.744	None	0.206	0.347	0.364	0.0	None	1.0	None
testneg_6018	0.564	-3	-0.174	-3	27.047	0.0	0.018	0.025	0.013	-0.5	-0.5	0.492	0.166	0.286	0.797	0.008	0.046	48.639	1.333	None
testneg_6019	0.529	-3	-0.584	-3	None	0.0	0.006	0.023	0.0	-0.5	-0.5	0.538	None	0.166	0.622	None	None	55.065	None	None
testneg_6020	2.557	-3	3.125	0.359	21.389	0.771	0.013	0.063	0.032	-0.5	-0.5	0.782	0.56	0.102	0.265	0.007	0.031	42.032	1.0	0.247
testneg_6021	3.317	-3	-0.809	-3	31.32	0.688	0.026	0.019	0.044	-0.5	-0.5	None	None	0.31	0.223	0.0	0.042	27.633	1.0	None
testneg_6022	0.364	-3	0.58	-3	None	0.083	0.006	0.006	0.0	-0.5	-0.5	0.348	0.63	0.568	0.155	0.009	None	None	1.0	-1.779
testneg_6023	0.646	-3	3.265	-3	18.333	0.025	0.019	0.0	0.0	-0.5	-0.5	0.639	0.47	0.181	0.331	0.0	0.103	40.896	1.0	-1.399
testneg_6024	2.466	-3	0.902	-3	19.444	0.013	0.0	0.041	0.019	-0.5	-0.5	0.474	0.251	0.304	0.773	0.002	None	51.965	1.0	0.437
testneg_6025	0.794	-3	2.25	-3	4.444	0.05	0.045	0.029	0.025	-0.5	-0.5	0.648	0.442	0.076	0.352	0.243	0.879	11.343	2.0	1.26
testneg_6026	4.302	-3	0.51	-3	19.695	0.012	0.057	0.0	0.084	-0.5	-0.5	0.144	0.572	0.706	0.166	0.277	0.2	50.158	1.0	-0.302
testneg_6027	0.937	-3	4.385	-3	10.833	0.738	None	0.032	None	-0.5	-0.5	0.658	None	0.599	None	0.072	0.429	None	None	-0.998
testneg_6028	3.416	1.788	3.495	1.788	14.149	0.77	0.062	0.018	0.018	-0.5	-0.5	0.441	0.461	0.201	0.263	0.002	0.078	34.04	1.5	-0.323
testneg_6029	0.716	-3	0.848	-3	10.417	0.0	0.013	0.775	0.029	-0.5	-0.5	0.639	0.839	0.064	0.359	0.028	0.281	23.653	1.0	-0.703
testneg_6030	0.609	-3	2.738	2.409	5.0	0.035	0.043	0.025	0.028	-0.5	-0.5	0.658	0.18	0.361	0.294	0.046	0.188	37.231	1.0	-0.217
testneg_6031	0.491	-3	0.864	-3	23.688	0.013	0.131	0.016	0.0	-0.5	-0.5	0.729	0.466	0.18	0.17	0.058	0.485	62.895	1.0	1.07
testneg_6032	0.828	-3	-0.208	-3	None	0.037	0.062	0.778	0.03	-0.5	-0.5	0.825	0.18	0.052	0.509	0.059	0.377	48.943	1.0	None
testneg_6033	-1.246	-3	0.16	-1.246	30.556	0.017	0.025	0.016	0.025	-0.5	-0.5	0.639	0.145	0.234	0.543	0.023	0.281	64.215	1.0	-0.977
testneg_6034	0.677	0.677	0.249	-3	None	0.043	0.045	0.0	0.0	-0.5	-0.5	0.662	0.643	0.33	0.247	0.047	0.077	None	1.0	-0.766
testneg_6035	4.293	-3	-0.339	-3	19.855	0.053	0.104	0.006	0.013	-0.5	-0.5	0.393	0.414	0.173	0.181	0.014	0.601	79.013	1.0	0.542
testneg_6036	0.786	-3	2.357	-3	10.0	0.032	0.0	0.021	0.0	-0.5	-0.5	0.771	None	0.153	0.534	0.139	0.0	None	1.5	None
testneg_6037	0.319	-3	1.061	-3	9.527	0.006	0.009	0.011	0.614	-0.5	-0.5	0.728	0.783	0.089	0.377	0.007	0.009	33.018	1.5	-0.85
testneg_6038	2.566	-3	3.523	-3	9.885	0.013	0.059	0.016	0.011	-0.5	-0.5	0.243	0.425	0.522	0.778	None	0.345	20.983	1.0	None
testneg_6039	0.169	-3	2.261	-0.328	8.327	0.023	0.706	0.651	0.006	-0.5	-0.5	0.723	0.27	0.025	0.47	0.075	0.234	33.622	1.0	-0.449
testneg_6040	0.041	-0.154	1.252	-3	80.317	0.041	0.019	0.0	0.0	-0.5	-0.5	0.256	0.233	0.35	0.606	0.0	0.0	34.127	1.0	-0.07
testneg_6041	0.706	-3	1.026	-3	13.187	0.046	0.742	0.0	0.0	-0.5	-0.5	0.484	0.568	0.538	0.819	0.113	0.832	21.697	1.0	-0.386
testneg_6042	-0.39	-3	3.236	-3	27.244	0.12	0.006	0.065	0.03	-0.5	-0.5	0.614	0.251	0.282	0.132	0.14	0.035	90.043	1.0	None
testneg_6043	0.97	-3	0.266	-3	None	0.694	0.021	0.04	0.0	-0.5	-0.5	0.267	0.112	0.235	0.559	None	0.003	None	1.0	None
testneg_6044	0.641	-3	3.985	-3	14.643	0.006	0.013	0.66	0.006	-0.5	-0.5	0.602	0.369	0.172	0.312	0.153	0.31	41.918	1.0	0.606
testneg_6045	0.758	-3	-0.408	-3	25.717	0.632	0.08	0.0	0.056	-0.5	-0.5	0.237	0.475	0.409	0.318	0.04	0.775	30.582	1.0	1.028
testneg_6046	1.331	-3	2.457	-3	10.173	0.068	0.731	0.006	0.013	-0.5	-0.5	0.492	0.543	0.632	0.557	0.038	0.915	24.796	1.0	None
testneg_6047	0.576	-3	0.386	-3	18.44	0.101	0.025	0.045	0.022	-0.5	-0.5	0.716	0.646	0.196	0.17	0.017	0.005	81.784	1.5	0.205
testneg_6048	0.085	-3	1.06	-3	None	0.0	None	0.759	None	-0.5	-0.5	0.17	None	0.317	None	0.003	0.0	None	None	0.12
testneg_6049	3.982	-3	2.051	0.424	15.689	0.682	0.006	0.198	0.019	-0.5	-0.5	0.706	0.4	0.309	0.485	0.034	0.081	17.248	1.0	None
testneg_6050	-1.61	-3	-0.488	-3	31.25	0.046	0.034	0.013	0.019	-0.5	-0.5	0.481	0.123	0.164	0.787	0.001	0.751	29.835	1.0	-0.407
testneg_6051	3.237	-3	2.059	-3	None	0.091	0.016	0.032	0.009	-0.5	-0.5	0.654	0.112	0.233	0.766	0.001	0.0	None	1.5	None
testneg_6052	-0.207	-3	0.848	-3	10.266	0.01	0.062	0.045	0.0	-0.5	-0.5	0.822	0.123	0.122	0.584	0.108	0.037	50.602	1.5	0.711
testneg_6053	0.762	-3	0.351	-3	None	0.662	0.011	0.034	0.006	-0.5	-0.5	0.394	0.352	0.5	0.317	0.002	0.062	None	1.5	-0.217
testneg_6054	0.194	-3	1.8	-1.213	11.967	0.023	0.039	0.041	0.029	-0.5	-0.5	0.743	0.166	0.274	0.805	0.085	0.536	46.998	1.0	0.057
testneg_6055	2.139	-3	0.267	-3	None	0.067	0.569	0.032	0.0	-0.5	-0.5	0.418	0.204	0.3	0.677	0.002	0.0	59.172	1.333	None
testneg_6056	1.404	-3	0.003	-3	None	0.0	0.073	0.0	0.013	-0.5	-0.5	0.123	0.17	0.444	0.343	0.004	0.0	None	1.0	None
testneg_6057	0.443	-0.992	-0.205	-3	20.833	0.025	0.025	0.0	0.0	-0.5	-0.5	0.251	0.112	0.594	0.467	0.0	0.0	46.258	1.333	None
testneg_6058	8.062	-3	0.812	-3	15.582	0.006	0.028	0.053	0.016	-0.5	-0.5	0.749	0.646	0.258	0.251	0.207	0.644	32.104	1.0	-0.703
testneg_6059	0.731	-3	-0.391	-3	None	0.019	0.0	0.006	0.0	-0.5	-0.5	0.718	0.123	0.303	1.686	None	None	None	1.0	None
testneg_6060	2.511	-3	-0.559	-3	26.505	0.079	0.673	0.016	0.066	-0.5	-0.5	0.397	0.167	0.3	0.411	0.004	0.96	40.027	1.0	0.817
testneg_6061	0.321	-3	-0.234	-3	None	0.025	0.071	0.013	0.09	-0.5	-0.5	0.199	0.323	0.277	0.581	0.045	0.048	None	1.0	None
testneg_6062	3.201	-3	2.988	-3	11.875	0.028	0.047	0.0	0.009	-0.5	-0.5	0.522	0.393	0.263	0.306	0.051	0.205	4.237	1.0	-0.259
testneg_6063	0.782	0.69	-0.081	-3	18.2	0.74	0.13	0.0	0.02	-0.5	-0.5	0.528	0.327	0.159	0.873	0.035	0.0	32.041	1.0	0.775
testneg_6064	3.074	-3	0.476	-3	12.667	0.075	0.015	0.058	0.713	-0.5	-0.5	0.52	0.726	0.251	0.116	0.009	0.047	42.515	1.0	-0.175
testneg_6065	1.788	0.431	3.561	-3	21.164	0.77	0.016	0.018	0.0	-0.5	-0.5	0.441	0.123	0.201	0.675	0.031	0.182	40.73	1.0	0.247
testneg_6066	-0.31	-3	1.265	-3	13.814	0.056	0.038	0.016	0.06	-0.5	-0.5	0.756	0.187	0.239	0.509	0.028	0.021	33.786	1.5	-0.302
testneg_6067	0.03	-3	3.003	-3	None	0.036	0.017	0.186	0.0	-0.5	-0.5	0.825	0.216	0.211	0.625	None	None	None	3.0	-0.449
testneg_6068	2.123	-3	0.117	-3	None	0.023	0.021	0.032	0.027	-0.5	-0.5	0.575	0.579	0.142	0.443	None	0.0	16.949	1.0	1.323
testneg_6069	0.191	-3	1.405	-3	None	0.032	0.562	0.034	0.01	-0.5	-0.5	0.658	0.139	0.318	0.383	0.02	0.0	12.556	1.0	0.332
testneg_6070	2.472	-3	4.416	-3	23.126	None	0.085	None	0.014	-0.5	-0.5	0.74	0.426	0.147	0.404	0.0	None	37.589	1.5	-0.154
testneg_6071	4.084	-3	1.221	-3	10.0	0.106	0.0	0.651	0.0	-0.5	-0.5	0.412	0.146	0.203	0.525	0.058	0.0	None	1.5	None
testneg_6072	0.264	-3	2.118	-3	20.512	0.048	0.016	0.0	0.0	-0.5	-0.5	0.414	0.123	0.213	0.931	None	None	30.57	1.5	0.332
testneg_6073	2.172	-3	0.853	-3	None	0.693	0.052	0.03	0.037	-0.5	-0.5	0.499	0.173	0.314	0.488	0.087	0.607	20.907	1.0	-0.871
testneg_6074	0.173	0.173	-0.694	-3	18.475	0.016	0.065	0.006	0.0	-0.5	-0.5	0.746	0.301	0.211	0.933	0.007	0.128	39.448	1.0	None
testneg_6075	2.058	-3	-0.07	-3	None	0.019	0.0	0.657	0.0	-0.5	-0.5	0.112	0.112	1.026	0.494	0.002	0.169	None	1.0	None
testneg_6076	3.24	-3	2.119	-3	None	0.013	0.006	0.0	0.016	-0.5	-0.5	0.554	0.278	0.31	0.296	0.002	0.015	49.573	2.0	-0.85
testneg_6077	0.685	-3	0.271	-3	20.351	0.041	0.02	0.02	0.0	-0.5	0.106	0.749	0.353	0.315	0.424	0.011	0.606	31.903	1.0	-0.829
testneg_6078	1.165	-3	3.326	-3	17.218	0.051	0.143	0.0	0.013	-0.5	-0.5	0.692	0.358	0.201	0.194	0.014	0.029	23.563	1.5	None
testneg_6079	0.863	-3	-0.199	-3	None	0.057	0.044	0.016	0.013	-0.5	-0.5	0.427	None	0.2	0.141	None	0.01	51.0	1.5	None
testneg_6080	0.603	-3	-0.174	-3	19.233	0.026	0.152	0.058	0.006	-0.5	-0.5	0.706	0.17	0.222	0.563	0.019	0.008	41.578	1.0	-0.048
testneg_6081	0.706	-3	2.209	-3	27.137	0.006	0.604	0.025	0.041	-0.5	-0.5	0.685	0.17	0.228	0.273	0.027	0.302	47.623	1.0	-0.386
testneg_6082	0.258	-3	0.806	-3	None	0.013	0.647	0.0	0.025	-0.5	-0.5	0.554	0.17	0.31	0.369	0.035	0.012	45.451	1.5	None
testneg_6083	0.853	0.555	-0.445	-3	19.093	0.014	0.074	0.059	0.039	-0.5	-0.5	0.855	0.436	0.211	0.384	0.008	0.0	None	1.0	None
testneg_6084	2.601	1.213	0.086	-3	None	0.072	None	0.016	None	-0.5	-0.5	0.473	None	0.218	None	None	None	None	None	None
testneg_6085	2.597	-3	1.635	-3	20.278	0.025	None	0.033	None	-0.5	-0.5	0.704	None	0.369	None	None	0.618	None	None	None
testneg_6086	3.416	-3	-0.197	-3	None	0.0	0.0	0.013	0.019	-0.5	-0.5	0.272	0.313	0.301	0.537	0.003	0.028	None	1.5	-1.441
